"distrito";"id";"descripcion";"fecha_inst";"utm_x";"utm_y";"longitud";"latitud"
10;1066;"VIA CARPETANA - GALLUR";"15/11/1982";437603.267054435;4472225.45679006;-3.7352724345643;40.3982984232204
21;1520;"AV. LOGROÑO - CANAL SUEZ";"07/04/1998";450703.697340129;4480152.2498573;-3.58152261150891;40.4705867556878
16;1456;"AV. LOGROÑO - ACCESO PASEO ALAMEDA DE OSUNA";"15/07/1996";448423.852523297;4477961.02281953;-3.60823727298031;40.4507084924556
15;640;"SALVADOR MADARIAGA - ACCESO M-30";"11/11/1974";444252.065305211;4476586.52735643;-3.65731155280063;40.4380570099451
12;1048;"MARCELO USERA - SAN MAGIN";"04/03/1982";439385.316472322;4470754.06472546;-3.71413460074;40.3851750204899
12;948;"MANUEL NOYA - MARQUESA SILVELA";"19/02/1980";439522.664317108;4470852.1438386;-3.71252586027046;40.3860685477104
12;631;"RAFAELA YBARRA - JESUS MONTOYA - P.P.";"22/10/1974";439625.978430663;4470565.95568684;-3.71128161335526;40.3834979132025
12;632;"RAFAELA YBARRA - DOLORES BARRANCO";"22/10/1974";439625.963366225;4470478.24705089;-3.71127348000985;40.382707788066
4;860;"GOYA - FUENTE DEL BERRO";"01/01/1978";443085.304052917;4475097.13223629;-3.6709343276095;40.4245607438339
14;1595;"FUENTE CARRANTONA - MARIO CABRE";"08/09/1999";446321.800488608;4473005.15685547;-3.63260689610187;40.4059300734455
14;1154;"FUENTE CARRANTONA - LUIS HOYOS SAINZ";"29/10/1987";446171.622273038;4472739.56773104;-3.63435420785791;40.4035277861992
8;2153;"MONFORTE LEMOS - CANDIDO MATEOS - R.  CASTROVIEJO";"06/03/2013";439019.865038786;4480864.75770372;-3.71940982738465;40.4762297179961
10;1360;"CJAL. FRANCISCO JOSE JIMENEZ M. - BERLANAS";"16/04/1993";436174.181139987;4472394.40816071;-3.75212811597332;40.3997121018218
17;1271;"VIRGEN DESAMPARADOS - ANOETA";"05/06/1991";440661.100517663;4467127.83865202;-3.69876749446796;40.352599804427
12;1253;"AV. ANDALUCIA - M-40";"22/02/1991";441076.892639981;4468452.93365739;-3.69399391107815;40.3645665063152
17;2138;"AV. ROSALES - ORO";"07/08/2012";442468.957450493;4466909.42478278;-3.67746013848558;40.3507588505289
16;2172;"INGENIERO EMILIO HERRERA - PL. ALCALDE MORENO TORRES";"15/07/2013";444285.067288627;4482116.71379442;-3.65740797249702;40.4878778293127
16;4598;"FCO. PI Y MARGAL - NICETO ALCALA ZAMORA P.P. (OESTE)";"11/09/2020";445158.285420697;4481872.45442085;-3.64708393620968;40.4857355735148
18;1796;"REAL DE ARGANDA - SANTA EUGENIA - P.P.";"23/06/2004";448404.777476487;4469853.46153358;-3.60780466007933;40.3776691455527
18;1750;"GONZALEZ DAVILA - CRA. VILLAVERDE - P.P.";"23/06/2003";445881.409880962;4469378.63160408;-3.63748854412201;40.3732315180609
12;1405;"AV. CORDOBA - HIJAS DE JESUS";"19/04/1995";440700.488749177;4470812.68801552;-3.69864640064457;40.3857977761471
12;2114;"AV. CORDOBA - C/ MANUEL MONTERO VALLEJO";"29/10/2010";440741.226880978;4470643.65555013;-3.69815074950792;40.3842779404771
17;1565;"AV. ANDALUCIA - TERTULIA";"07/04/1999";441132.824241118;4467793.17388924;-3.69327430720378;40.358626960313
17;708;"PL. CHOZAS CANALES - P.P.";"23/08/1976";441220.767598788;4467035.87647178;-3.69216891194144;40.3518109821047
17;396;"AV. ANDALUCIA - AV. VERBENA PALOMA";"15/01/1970";441108.971663699;4468095.40761819;-3.69358310005537;40.3613479727583
12;1621;"ANTONIO LOPEZ, 193 - P.P.";"02/03/2000";440932.044766265;4470636.77921245;-3.69590216942726;40.3842295446627
12;1622;"ANTONIO LOPEZ, 211 - P.P.";"02/03/2000";440947.34881933;4470426.89201315;-3.69570242639315;40.3823398524985
10;1205;"CARAMUEL - JAIME TERCERO";"21/06/1990";438103.676167049;4473330.8498281;-3.72948364484273;40.4082936357133
10;930;"CARAMUEL - PSO. OLIVOS";"07/11/1979";438043.977980356;4473133.04601231;-3.73016791065858;40.4065072923163
17;1870;"AV. REAL PINTO - SAN EZEQUIEL";"01/01/2005";439457.133055026;4465030.75631717;-3.71274537063756;40.3336215740032
10;2023;"PSO. EXTREMADURA - ACCESO CASA CAMPO - P.P.";"11/09/2007";437109.48804478;4473404.86317371;-3.7412071139003;40.4088858644353
10;561;"HIGUERAS - HUERTA CASTAÑEDA";"17/04/1973";437064.05989071;4473280.70802597;-3.7417301938459;40.4077639908545
12;996;"ESTAFETA - SAN FERMIN";"25/02/1981";441234.92432815;4469199.05991116;-3.69220151205574;40.3712991901678
17;1601;"OROVILLA - FELICIDAD";"11/11/1999";441437.466319605;4467844.52717133;-3.68969152156327;40.3591110301347
4;262;"FRANCISCO SILVELA - AV. TOREROS";"01/01/1968";443012.800853965;4475886.9803203;-3.67185977319865;40.4316711382614
4;274;"FRANCISCO SILVELA - JOSE ORTEGA GASSET";"01/01/1968";443139.375630953;4475670.68460803;-3.67034824793955;40.4297312978975
4;56;"CONDE PEÑALVER - JOSE ORTEGA GASSET";"01/01/1960";442718.989841067;4475692.53497373;-3.67530595529439;40.4298992952997
4;174;"CONDE PEÑALVER - DON RAMON CRUZ";"02/06/1966";442713.208532536;4475559.04678609;-3.67536207898694;40.4286963681173
11;566;"ANTONIO LEYVA - JACINTO VERDAGUER";"25/04/1973";439310.047266757;4471959.97773707;-3.71513622984967;40.3960329961807
12;1114;"SANTA MARIA CABEZA - BOMBEROS";"11/03/1986";440059.221891098;4471597.02464647;-3.70627485372867;40.3928175898069
11;1969;"JOAQUIN TURINA -  JACOBEO";"20/09/2006";435284.382484405;4469389.60226647;-3.76230745486934;40.3725749307888
12;1610;"AV. ROSALES - RUTILO - PERIANA";"30/11/1999";441566.327311882;4468584.4526744;-3.68824181639835;40.3657857519917
12;1611;"AV. ROSALES - PERIANA";"30/11/1999";441668.04223936;4468514.03271728;-3.68703744099431;40.3651584907805
17;1197;"AV. ROSALES - M-40";"05/04/1990";441896.040909359;4468208.62308617;-3.6843244162914;40.3624231010676
15;1515;"LUIS RUIZ - FRANCISCO RIOJA";"12/02/1998";445885.310788595;4475720.32681305;-3.63798171036632;40.4303616705559
15;1519;"EMILIO FERRARI - ESTEBAN COLLANTES";"17/03/1998";445610.241453458;4475827.77562099;-3.64123362489111;40.4313116898103
15;456;"VITAL AZA - GUTIERRE CETINA";"21/09/1971";445486.370501555;4475875.90020388;-3.64269805452526;40.4317371140962
15;1695;"AV. DAROCA -  MIGUEL UNAMUNO - P.P.";"27/11/2001";444829.411601991;4475536.60306036;-3.65041346817915;40.4286372235424
16;725;"MAR ANTILLAS - SANTA SUSANA";"03/05/1977";445153.724710797;4480755.16804356;-3.64704109823436;40.4756702242161
18;568;"CRA. VILLAVERDE - GTA. VALDEPERDICES";"09/05/1973";446495.671339589;4469782.67687843;-3.63028719986409;40.3769110866775
18;710;"CRA. VILLAVERDE - CNO. POZO TIO RAIMUNDO - P.P.";"20/09/1976";445203.666071462;4469038.63247719;-3.64544230911816;40.3701243036395
12;1952;"ANTONIO LOPEZ - MATILDE GAYO";"11/05/2006";440417.342336905;4471324.06556991;-3.70202992953333;40.3903843291402
12;633;"ANTONIO LOPEZ - SAN ZACARIAS";"11/11/1974";440483.270991806;4471254.37357036;-3.70124667121865;40.3897612206851
12;2075;"ANTONIO LOPEZ - SAN ARMENGOL";"21/04/2009";440557.724425294;4471165.96265059;-3.70036124664566;40.3889700852939
11;297;"OCA - LAGUNA";"09/04/1968";437028.712358411;4471137.6455905;-3.74193478848126;40.3884557024155
7;645;"GALILEO - FERNANDEZ DE LOS RIOS";"15/01/1975";439763.892361544;4476303.58573734;-3.71020007245388;40.4351951674028
7;460;"VALLEHERMOSO - FERNANDO CATOLICO";"04/10/1971";439890.632359148;4476166.43553459;-3.70869290992105;40.4339688285929
7;369;"VALLEHERMOSO - MELENDEZ VALDES";"16/07/1969";439883.657549407;4476041.53253616;-3.70876332298329;40.4328431438964
6;300;"BRAVO MURILLO - PENSAMIENTO";"30/04/1968";440707.616166152;4479015.17655293;-3.69932725271011;40.4596901640407
19;4581;"AV. DEMOCRACIA - AURORA BOREAL";"17/12/2020";447683.374242495;4472666.84306413;-3.6165335970538;40.4029689984436
19;1018;"CNO. VIEJO VICALVARO - CALAHORRA";"07/09/1981";447821.862611746;4472868.26586697;-3.61491816022397;40.4047922366755
19;1806;"VILLABLANCA - VEREDA DEL PINAR";"21/07/2004";448399.136958575;4473324.10556515;-3.60815232134251;40.4089347195989
19;1861;"MINERVA - ERMITA DE LA SOLEDAD";"16/12/2004";449101.361405447;4472599.33099457;-3.5998185837725;40.4024486939632
19;1798;"MINERVA - CAMPO DE LA TORRE";"24/06/2004";448612.822240078;4471994.98405469;-3.60552672277671;40.3969743215099
7;73;"PSO. CASTELLANA - BRETON HERREROS";"01/01/1960";441347.189130983;4476754.20463507;-3.69157547458297;40.4393677168521
19;1926;"MINERVA - DEHESA VICALVARO";"20/02/2006";448444.013456326;4471801.26871818;-3.60750010981982;40.3952187692534
1;381;"ATOCHA - SAN EUGENIO";"16/09/1969";440841.37728556;4473654.36528406;-3.69725066420157;40.4114070768531
5;1680;"LOPEZ HOYOS - PADRE CLARET";"12/06/2001";443616.953011026;4477962.36084717;-3.66492166847223;40.4504083893175
17;1727;"VILLALONSO - PUEBLA SANABRIA P.P.";"22/08/2002";439930.514440789;4466793.24816729;-3.70733867409129;40.3495333290413
12;685;"AV. POBLADOS - ORCASUR (1)";"23/02/1976";440515.790684814;4469174.25151779;-3.70066936985136;40.3710246938063
11;1150;"AV. ABRANTES 79 - COLEGIO JULIAN BESTEIRO - P.P.";"17/07/1987";438191.453283302;4470272.96202184;-3.72815241719056;40.3807533050543
6;1291;"AV. PABLO IGLESIAS - ALMANSA Y FEDERICO RUBIO";"18/11/1991";439803.369211315;4477893.51903827;-3.70988532127754;40.4495208115577
8;623;"GTA. PIEDRAFITA DE CEBRERO";"17/06/1974";439650.621453979;4480271.24234725;-3.71191259002772;40.4709291892465
8;974;"RIBADAVIA - CHANTADA";"05/09/1980";439793.527058867;4480429.01107002;-3.71024189854661;40.4723607990694
8;842;"MELCHOR FERNANDEZ ALMAGRO - FINISTERRE";"01/01/1978";440512.751831356;4480967.779726;-3.70180850997206;40.4772660561602
5;1629;"SERRANO - TAMBRE - NERVION";"25/05/2000";441964.297129363;4477584.10339067;-3.68437546631533;40.4468871301208
4;2186;"MARIA MOLINA - LOPEZ HOYOS";"01/01/1960";441873.810750864;4476578.69145173;-3.68535044463441;40.4378235888941
4;165;"VELAZQUEZ - JOSE ORTEGA GASSET";"02/03/1966";442005.4019648;4475743.27280465;-3.68372275788747;40.430306922183
4;163;"VELAZQUEZ - JORGE JUAN";"15/02/1966";441953.884717969;4475018.97085299;-3.68426394502614;40.4237784603334
4;53;"PPE. VERGARA - MARIA MOLINA";"01/01/1960";442400.108137186;4476530.20944893;-3.67914103268784;40.4374234592128
5;1061;"COLOMBIA - PUERTO RICO";"13/07/1982";442819.143059685;4478702.95124435;-3.67439627491637;40.4570254765918
2;1875;"PSO. PONTONES - ALEJANDRO DUMAS";"01/02/2005";438980.029879167;4472866.3424446;-3.71911155442555;40.404173838555
2;776;"PSO. PONTONES - PSO. MELANCOLICOS";"01/01/1978";438868.910313009;4472850.62607405;-3.72041947496733;40.4040241070137
2;529;"PSO. IMPERIAL - RDA. SEGOVIA";"11/10/1972";439051.147230654;4473616.99676816;-3.71834540243914;40.410941284883
6;735;"BRAVO MURILLO - SAN ENRIQUE";"30/06/1977";440455.730147998;4478627.26592391;-3.70226153735545;40.4561776951162
12;821;"AV. POBLADOS - RAFAELA YBARRA";"01/01/1978";439532.05568374;4469439.88601786;-3.71228121862026;40.3733468874314
12;1219;"AV. POBLADOS - Cº VIEJO VILLAVERDE";"13/08/1990";439668.51982001;4469389.5293049;-3.7106690929819;40.3729031366514
11;292;"GRAL. RICARDOS - SALLABERRY";"08/03/1968";438817.231784201;4471845.9255292;-3.72093189733783;40.3949695019975
10;768;"RAFAEL FINAT 44 - COLEGIO";"31/07/1992";434528.60924474;4470027.59084321;-3.77127473780252;40.3782631645719
11;459;"OCA - EDUARDO MORALES";"28/09/1971";437411.241457895;4471234.33171253;-3.73743764292418;40.3893555222281
6;984;"AVIADOR ZORITA - REINA MERCEDES";"09/01/1981";440787.725038888;4478051.46302136;-3.69829258671102;40.4510143387541
7;1232;"SAN FRANCISCO SALES - AV. PABLO IGLESIAS";"23/10/1990";440003.664767045;4477482.66951788;-3.70748464021215;40.4458341887537
13;1185;"AV. DE LA ALBUFERA - M-40 ESTE";"17/01/1990";446207.434755585;4470633.73251397;-3.63375430652455;40.3845593993728
20;1643;"NIZA - JULIA GARCIA BOUTAN";"26/07/2000";448510.951147774;4475665.13502237;-3.60702410849182;40.4300311380231
11;912;"CNO. VIEJO LEGANES - ALVAREZ ABELLAN";"02/03/1979";438046.408495983;4470496.84373773;-3.72988279289746;40.3827593664077
11;741;"CNO. VIEJO LEGANES - CLARA CAMPOAMOR";"08/08/1977";437805.039167049;4470114.98656029;-3.73268890416135;40.3793014357188
8;2168;"CERRO MINGUETE - SENDA DEL INFANTE";"15/10/2013";439064.266250347;4482042.04340632;-3.71899919358784;40.4868383671301
8;1818;"CNO. DE SANTIAGO - PORTOMARIN";"02/08/2004";443525.905289217;4484740.23186172;-3.66659902384868;40.5114602623664
8;2004;"PALAS DEL REY - MIRALLOS";"07/05/2007";443407.623143452;4484310.93260332;-3.66795671926276;40.5075849039259
8;2000;"PALAS DEL REY - TOQUES";"07/05/2007";443340.354334138;4484367.80826123;-3.66875572742028;40.5080926705767
8;2261;"PALAS DEL REY - SAN JULIAN DEL CAMINO - TRIACASTELA";"15/02/2017";443139.743167052;4484549.86331501;-3.67113974330257;40.5097189670429
8;4584;"PLAZA DEL OBRADOIRO";"22/05/2020";443722.310815135;4484949.29134202;-3.66429946036381;40.513356902056
10;474;"ILLESCAS - SESEÑA";"23/11/1971";435028.574445848;4472078.91575853;-3.76559470121424;40.3967814328297
10;619;"PADRE PIQUER - SESEÑA";"09/05/1974";434786.887155121;4471879.07151405;-3.76842192858999;40.3949622711789
10;745;"PADRE PIQUER, 36 - P.P.";"15/09/1977";434859.072289952;4471591.4016441;-3.76754200033428;40.392376481165
10;1811;"AV. DE LA PESETA - VIOLONCHELOS - P.P.";"29/07/2004";435088.425291938;4468801.11743016;-3.76455559457151;40.3672583739196
8;2256;"VALCARLOS - SAN JUAN ORTEGA";"29/11/2016";443250.775757173;4483544.03293655;-3.66973914018513;40.5006656511441
8;1819;"CNO. DE SANTIAGO - PSO. TIERRA DE MELIDE";"02/08/2004";443381.921000439;4484575.12425987;-3.66828368511273;40.5099630927524
4;175;"CONDE PEÑALVER - AYALA";"02/06/1966";442696.14498589;4475401.53915268;-3.67554903271412;40.4272762842321
7;86;"BRAVO MURILLO - DONOSO CORTES - VIRIATO";"01/01/1960";440264.032967784;4476391.11614309;-3.70431193112691;40.4360197530032
7;88;"BRAVO MURILLO - FERNANDEZ RIOS";"01/01/1960";440261.49737138;4476265.95159049;-3.70433005880089;40.434892033413
7;93;"FUENCARRAL - HARTZEMBUSCH";"01/01/1960";440387.834119564;4475736.99340603;-3.70279101570309;40.4301360058126
1;35;"SAGASTA - FRANCISCO ROJAS";"01/01/1960";440672.348591665;4475541.96977762;-3.69941880032838;40.4283994839882
13;1297;"SIERRA TOLEDANA - PUERTO CANENCIA";"03/01/1992";443957.0244109;4472468.79851143;-3.66042724894818;40.4009424216765
14;1354;"ARROYO BELINCOSO - P.P.";"16/12/1992";444616.022035432;4473263.97817804;-3.65273109783166;40.4081499581768
14;1033;"HACIENDA PAVONES - CORREGIDOR ALONSO TOBAR - P.P.";"06/11/1981";445002.732808073;4472814.52116769;-3.6481349326303;40.4041266216627
14;1078;"PL. C. CONDE MACEDA TABOADA";"30/05/1983";445421.625752132;4472694.0210676;-3.6431883027112;40.403068648921
14;2117;"CDOR. DIEGO VALDERRABANO 70 - INSTITUTO  - P.P.";"04/01/2011";444169.736314111;4473747.62416736;-3.65803293330155;40.4124771046175
11;2112;"AGUACATE - GUAYABA";"21/10/2010";436527.392647797;4469279.8498644;-3.74765587779795;40.3716818137805
11;2193;"AV. DE LA PESETA - DINERO P.P.";"08/09/2014";436335.135568662;4468249.38926487;-3.74981744682778;40.3623842920022
10;749;"CARAMUEL - POZOBLANCO - P.P.";"20/09/1977";438246.567902966;4473502.27485533;-3.72781634891114;40.4098485191483
8;1615;"RAMON GOMEZ SERNA - JULIO CALVO";"31/01/2000";438762.269722774;4481560.7134926;-3.72251577714199;40.4824801676131
7;925;"GUZMAN EL  BUENO - JOAQUIN MARIA LOPEZ";"28/06/1979";439531.069359883;4476578.06756335;-3.7129710366932;40.4376509204925
7;461;"GUZMAN EL BUENO - DONOSO CORTES";"05/10/1971";439522.16520206;4476439.34502553;-3.71306281239709;40.4364006019323
7;495;"GUZMAN EL BUENO - FERNANDO EL CATOLICO";"25/02/1972";439506.130916166;4476201.87650968;-3.71322924545607;40.4342602187705
7;641;"LUCHANA - MANUEL SILVELA";"27/11/1974";440671.156609076;4475838.54383572;-3.69946053164902;40.4310710742717
20;2020;"ARCAUTE - ARAMAYONA";"06/09/2007";450969.428438052;4477143.5520816;-3.57815568721612;40.4434982403425
6;970;"DR. FEDERICO RUBIO - AV. PABLO IGLESIAS";"19/06/1980";439635.674317881;4478222.34740154;-3.71189402399238;40.4524708689489
9;1030;"DR. FEDERICO RUBIO - FRANCISCO DIEGO";"01/10/1981";439398.315011484;4478505.33155617;-3.71472007561475;40.4550028290781
9;2010;"ISLA OZA - ISLA ALEGRANZA - P.P.";"26/06/2007";438858.079181424;4479483.6612749;-3.72118523576313;40.4637764177803
3;546;"MENENDEZ PELAYO - AMADO NERVO";"09/01/1973";442566.058416011;4473516.3904252;-3.67691227545527;40.4102849157014
3;545;"MENENDEZ PELAYO - CONDE CARTAGENA";"09/01/1973";442511.160579312;4473418.92528158;-3.67755044874244;40.40940310826
9;931;"CTRA. HUMERA  A ARAVACA - RIAZA";"13/11/1979";433844.93664809;4478715.61938767;-3.78023152888824;40.4564736712456
9;1243;"ANA TERESA - PSO. ERMITA";"20/12/1990";433862.23799155;4479176.48156689;-3.78007551384894;40.4606266100775
2;326;"PSO. SANTA MARIA CABEZA - MURCIA";"26/10/1968";441002.119367628;4472981.71625796;-3.69529390820073;40.4053589265066
6;63;"BRAVO MURILLO - LOPE HARO -  SAN GERMAN";"01/01/1960";440518.33993773;4478768.49039039;-3.7015364065023;40.4574543868935
