@id	@lon	@lat	name
178821005	-3.7104348	40.4163669	Taberneros
178821006	-3.7106873	40.4164826	Arbonaida
178821046	-3.7085285	40.4160730	Velicia
178821166	-3.7068030	40.4167707	Chocolatería San Ginés
178821190	-3.7069412	40.4166338	Yambala
178821207	-3.7075072	40.4161161	Grazie Mille
178821228	-3.7050598	40.4160273	Burger King
178821235	-3.7044930	40.4164854	KFC
183916162	-3.7089054	40.4177493	opera:pizza
184049060	-3.7090308	40.4186369	Entre suspiro y suspiro
184049103	-3.7089327	40.4185506	Ópera Victoria
184049106	-3.7086559	40.4188918	Discoteca Olimpia
184049146	-3.7077218	40.4196027	Wok King
184049159	-3.7082433	40.4186643	Taberna de los Ángeles
184049171	-3.7070086	40.4196449	Lizarran
184049176	-3.7074836	40.4192413	Cervercería Erte
184049191	-3.7063090	40.4190743	Doña Juana cervecería
184049293	-3.7031236	40.4181830	El Gaucho
184049315	-3.7034827	40.4185047	Vianvi
184049330	-3.7029076	40.4192070	Artemisa
184049370	-3.7037389	40.4189480	Takos Al Pastor
184049390	-3.7033260	40.4193676	OVNI
184049438	-3.7029282	40.4202714	Pans & Company
184049441	-3.7028563	40.4202661	Starbucks
184049470	-3.7049789	40.4204138	Burger King
184049491	-3.7054691	40.4200282	Starbucks
184049506	-3.7058085	40.4194819	Rodilla
184049552	-3.7068314	40.4205737	Ginos
244755788	-3.7008624	40.4101569	Los Gamos
244755792	-3.7008582	40.4102862	Preity Raj
244755796	-3.7007429	40.4105707	La Aguja
244757864	-3.7004479	40.4109653	A Cañada
244757871	-3.7003260	40.4111374	Raja Mahal
244757875	-3.7005890	40.4110886	Moharaj
244761676	-3.7005322	40.4108202	Nap
244761679	-3.7008747	40.4107264	Bombay Palace
244761692	-3.7009094	40.4096555	La Inquilina
244761700	-3.7009059	40.4094201	Viva Chapata
244763842	-3.7010845	40.4093334	Shisha-Tetería Babilonia
244763856	-3.6993951	40.4105463	El 15
244763860	-3.6995223	40.4106867	El Aperitivo del Corazón
244763863	-3.6994987	40.4107804	El Despertar
244766781	-3.6996972	40.4115173	El Colmo
244766784	-3.6995961	40.4115848	F.M.
244766788	-3.6994308	40.4114924	O'Barquiño
244766796	-3.7003220	40.4117492	La Temeraria
244767593	-3.7003640	40.4116655	El Dinosaurio
244767595	-3.7003917	40.4115875	Bodegas Alfaro
251564793	-3.6226906	40.4550630	Gino's
251564794	-3.6224960	40.4550377	Wok
251564795	-3.6222587	40.4549871	Vips
251912322	-3.6226101	40.4367886	Como Como Slow Food
254758650	-3.6411778	40.4450380	Restaurante Pico Pico
254758815	-3.6403865	40.4445989	Asador Rías Bajas
254761024	-3.6384083	40.4424437	El Racó
254761025	-3.6383442	40.4423564	Happiness
254931933	-3.5803968	40.4704992	Comediante
254932506	-3.5839888	40.4696609	La Escondida
254932642	-3.5771564	40.4739157	La Plaza
254932998	-3.5786174	40.4723475	Siena
254933262	-3.5798455	40.4710865	Miravalles
254933304	-3.5821536	40.4722300	Al Tran Tran
254933380	-3.5820559	40.4723877	Al Tran Tran
254953937	-3.6395198	40.4753392	la estación
254954407	-3.6313812	40.4709165	Breaking Bar
254963119	-3.6390134	40.4763773	Bar Restaurante Miño
255249713	-3.6373154	40.4382334	Jota Cinco
255249715	-3.6373926	40.4382170	Mamma Juana
255250303	-3.6364268	40.4397488	Grant's
255256261	-3.6370092	40.4375703	Go
255257576	-3.6345377	40.4438890	Matsuri
255258358	-3.6344424	40.4439935	Unus
255258806	-3.6343156	40.4440493	Carlos
255259094	-3.6341149	40.4441386	El Ratito
255259896	-3.6346069	40.4445466	Eu Mundo
255260629	-3.6353350	40.4448785	Casa Tampico
259059078	-3.7773737	40.5199058	Hermanos Rodríguez
259059208	-3.7754372	40.5187667	La Montaña
259059283	-3.7767025	40.5194084	Mesón del Pardo
259730936	-3.6757441	40.5059026	La Pepa
260759286	-3.7071301	40.4785496	Uceda
262312595	-3.6872821	40.4605707	Alfredo's Barbacoa
262319745	-3.6676655	40.5060565	La Taberna Andaluza
262351959	-3.7014682	40.4823061	Los Montes de Galicia
262352504	-3.7099780	40.4779466	Lemo's
262352698	-3.7059131	40.4743826	El 22
262352801	-3.7054024	40.4740954	Petiscos Galegos
262352867	-3.7046543	40.4741694	Altamira
262352923	-3.7031802	40.4747468	Niko's
262352966	-3.7071302	40.4740748	San Antonio
262352968	-3.7070035	40.4740526	Auténtico Sabor Andaluz
262353038	-3.7068834	40.4763301	Casa Pepe
262353353	-3.7134141	40.4788109	La Casa de Yu
262353392	-3.7062308	40.4787289	Burger King
262353445	-3.7075265	40.4793976	McDonald's
262353457	-3.7085001	40.4797730	VIPS
262353489	-3.7083499	40.4793935	TGI Friday's
262353687	-3.7183356	40.4804692	La Carabela
262659711	-3.6675001	40.5090251	La Nicoletta
264274739	-3.7067515	40.4743767	Pradena
265666268	-3.6673737	40.5100394	Kobe
266170054	-3.7080248	40.4193384	Spicy Grill & Pizza
266171658	-3.7059396	40.5042712	Barra de Pintxos
266390242	-3.6980352	40.4231999	D'Mystic
266390246	-3.6982486	40.4231951	El Buo
266390473	-3.7076389	40.4127776	San Bruno
266761261	-3.6890563	40.4189239	La Gamella
283566353	-3.6783821	40.5084976	McDonald's
296518014	-3.6755645	40.4958129	El Rincón de las Tablas
297327470	-3.5813898	40.4512504	Bar-Restaurante La Parada
297336912	-3.5815503	40.4512553	Bar los Arcos
298391978	-3.6940691	40.4829998	El Rosario
298396498	-3.6958009	40.4833027	El Escondite Jamonal
299400338	-3.6572587	40.5059739	El Oso
299916229	-3.6748903	40.5045383	Ôven
299916230	-3.6746957	40.5059631	La Lola
299938277	-3.6906699	40.5100590	Burger King
300750923	-3.6895046	40.4266834	Delina's
300750924	-3.6894651	40.4269232	La Nicoletta
301775182	-3.5884114	40.4697004	The Glass Bar
302786465	-3.7041101	40.4474516	McDonald's
302790436	-3.7009192	40.4579120	Burger King
302804812	-3.6855922	40.5045320	El Barracón
303092574	-3.6665137	40.4968493	VIPS
303092578	-3.6663936	40.4969066	Gino's
303816125	-3.6652111	40.4807413	Jazmín
303816138	-3.6678160	40.4828907	Cafetería Globcafé
303816141	-3.6705259	40.4825647	La Fragua Del Pinar
303816216	-3.6659151	40.4817015	Ni Hao
303824203	-3.6655135	40.4862506	Restaurante La Tagliatela
305536401	-3.6935468	40.4230858	La Castafiore
305591846	-3.5865510	40.4704900	Manolo
305592018	-3.5830350	40.4708871	Finca Lucero Celebraciones
305592176	-3.5829290	40.4705945	Finca Lucero
305592439	-3.5826133	40.4708744	El Porche
305593750	-3.5836814	40.4700566	Las Villas
305593791	-3.5842017	40.4700567	Cervecería Capilla
305594522	-3.5840060	40.4700505	Bar Cris Mar
305664862	-3.5774536	40.4731531	La Caprichosa
307056158	-3.7107110	40.4159664	Can Punyetes
307262761	-3.7931761	40.4375239	La Cumbre
308876513	-3.6711726	40.5082246	Rodilla
311973199	-3.6521732	40.4429073	Bar El Tambarón
311973234	-3.6516829	40.4425545	Torres
311975861	-3.6717472	40.4164723	Bar Restaurante El Paleto
313245747	-3.6565970	40.4410287	Magaly
313711980	-3.6632890	40.4415091	L'Andecha
318919783	-3.7224188	40.4292399	Magadán
324407542	-3.6424732	40.4406907	Cervecería Sapama
324407544	-3.6412092	40.4382887	Cervecería El Acueducto
324407545	-3.6426533	40.4395443	QOF
324407546	-3.6440481	40.4394434	Cafetería J m J
324407547	-3.6444939	40.4401760	La Taberna del Hierro
324407644	-3.6419218	40.4366702	Miguelón
324407675	-3.6437704	40.4367695	Mesón Tinajas
324407686	-3.6436812	40.4366606	Los Parros
324407687	-3.6443448	40.4376751	El Cafetín del Barrio
324407693	-3.6440189	40.4410967	Otero
324407779	-3.6394847	40.4378423	Bus
324407780	-3.6395911	40.4379561	La Marina
324407782	-3.6401759	40.4379692	Altagracia
324580483	-3.6932565	40.4226068	Sake Dining Himawari
326267125	-3.6834992	40.4304667	Vips
327476846	-3.6797613	40.4328570	Telepizza
327477607	-3.6781495	40.4327522	Carbón Negro
327528975	-3.6745991	40.4344125	Burger King
327565888	-3.6635351	40.4377269	Cafetería Bruselas
329133065	-3.6632499	40.4388920	Bruselas
330166692	-3.6868119	40.4605477	El olvido
333597737	-3.7023720	40.4317789	Trattoria Limbara
338836392	-3.7017235	40.4127339	Casa Patas
339206137	-3.6705485	40.4551315	Casa de Córdoba
339391837	-3.7004621	40.4526225	Naomí
353131767	-3.6927800	40.5083412	Tasca La Catedral
353131770	-3.6926415	40.5091194	La Barquita
353132697	-3.6952422	40.5071940	Kebap Montecarmelo
353133163	-3.6957945	40.5065419	Juan Pelotilla
353133732	-3.7034424	40.5044943	Maza
353133735	-3.7069933	40.5043246	El Peregrino
359273272	-3.6721200	40.4548553	Asador Lekeitio
359306861	-3.6855307	40.4457819	Mayte Commodore
361067079	-3.6711103	40.5113157	Royal Thai
363997548	-3.7008811	40.4265261	Burger King
363997551	-3.7010300	40.4264788	Ninja Ramen
410620052	-3.7238292	40.4482368	Facultad de Forestales
414805345	-3.7948595	40.4677937	Ito Ita
418216637	-3.5813703	40.4791886	Ría del Sella
432441146	-3.6726938	40.4411404	Bar la Bodega
449219686	-3.5833598	40.4511971	Restaurante Los Amigos
449219687	-3.5818492	40.4514584	Restaurante Casa Luis
450923573	-3.6704199	40.4828587	Pepe's Mesón Restaurante
450925910	-3.6681829	40.4821954	Lovely's Blue
453232707	-3.7023980	40.4158435	La Negra Tomasa
479220884	-3.6676942	40.4833104	La Parrilla Del Pinar
504904695	-3.7055037	40.4766136	Taberna Extremeña
504904698	-3.7102181	40.4778978	Rosca Pizza
510141905	-3.7056737	40.4163433	Museo del Jamón
510812793	-3.7060266	40.4157937	Cervecería Postas Quince
510812799	-3.7059152	40.4158574	Cervecería Postas
510812807	-3.7058118	40.4158992	Pans & Company
510812824	-3.7079810	40.4141745	Botín
510812830	-3.7079513	40.4144651	La Taberna de la Daniela
510812876	-3.7081461	40.4148583	Las Cuevas de Luis Candelas
544773330	-3.7041368	40.4326439	Erre que Erre
544773348	-3.7028322	40.4328800	La Industria
546323709	-3.6905380	40.4035341	El Rosario
567251971	-3.7133349	40.4349308	Nájera
574646021	-3.6783029	40.4205502	Bar Restaurante Emaus
574679586	-3.6784330	40.4514599	Fass
574680826	-3.6769244	40.4511924	Rocky
574681900	-3.6772063	40.4512149	La Tragantía
574684937	-3.6775549	40.4493577	La Ancha
576324152	-3.6671270	40.5087682	La Vaca Picada
576324541	-3.6679020	40.5077141	Kilómetros de pizza
583524658	-3.7022092	40.4242706	Il Siciliano
588396120	-3.5861034	40.4696893	Egunon
588396121	-3.5857412	40.4696892	MeatLand
588396127	-3.5875248	40.4697035	El Liberal
588396129	-3.5833353	40.4701097	La Estrella de Oriente
597380149	-3.6506245	40.4724643	Lobato
597380752	-3.6701079	40.4621820	Lobato
598935398	-3.6714025	40.5111716	La Mano de Pablo
600212333	-3.7081087	40.4218494	Starbucks
602034923	-3.6702707	40.5119108	Beefcious
602034925	-3.6696293	40.5115941	La Mezza
602070049	-3.6679161	40.5062250	Laker
612920897	-3.6929385	40.4087536	Starbucks
612921363	-3.6925909	40.4090335	Taco Bell
613052890	-3.5793861	40.4730413	Telepizza
614939487	-3.7983129	40.4345569	Burger King
614939491	-3.7979112	40.4341400	Rodilla
615649659	-3.6660539	40.4861319	100 Montaditos
615649662	-3.6662334	40.4864162	Foster's Hollywood
617741124	-3.6682597	40.4347469	Los Montes de Galicia
619378939	-3.6685366	40.5081459	La barra de Pelotari
619563221	-3.6605258	40.3900924	Jimmy Jazz
622204540	-3.7630153	40.3857874	Burger King
622204562	-3.7103465	40.4244873	Los Dos Amigos
622204563	-3.7108488	40.4231601	Starbucks
622204567	-3.7125739	40.4250761	McDonald's
622204591	-3.7168437	40.4310930	Burger King
622204598	-3.7181645	40.4352774	Taco Bell
622204614	-3.7249779	40.4241504	El Vergel
622204616	-3.7231611	40.4232064	El Urogallo
622204619	-3.6989812	40.4156210	El Inti de Oro
622204620	-3.6991796	40.4164715	El Subastero de Málaga
622204621	-3.7010637	40.4166035	Restaurante La Catedral
622204622	-3.6989734	40.4160137	Artemisa
622204623	-3.6992792	40.4151898	El Tronco
622204625	-3.7011949	40.4143568	Bar Hawaiano Mauna Loa
622204635	-3.7023086	40.4095795	Anarkoli
622204639	-3.6980857	40.4081199	Achuri
622204643	-3.7002686	40.4144723	Miau
622204646	-3.6996903	40.4089551	La Buga del Lobo
622424069	-3.7494203	40.4002198	Yin He
622424080	-3.7451231	40.4007796	Cristi y Ana
622424081	-3.7467303	40.4013091	Bar La Bodega
622424082	-3.7486896	40.4015535	Bar Quillo
622424089	-3.7500117	40.4011108	Cafetería El Trébol
622424098	-3.7518806	40.4011609	El Pinar
622724963	-3.7475374	40.4048037	PsL
622724964	-3.7473802	40.4048191	Mayka
622726456	-3.7548689	40.4005868	El Mercado de Montiz
623071230	-3.7157793	40.4247359	La Malquerida
623071231	-3.7153788	40.4252548	Café Viena
623071234	-3.7140550	40.4251204	Cervecería Rodríguez
623071235	-3.7138463	40.4251064	Cáscaras
623071236	-3.7143276	40.4251996	New Bistró
623071238	-3.7144566	40.4255684	Entreacto
623071240	-3.7150302	40.4258671	Kebab Antalia
623071243	-3.7131558	40.4240740	Colorado
623071244	-3.7132366	40.4241644	L'Art Créperie
623071255	-3.7069750	40.4211286	KFC
623087144	-3.7247707	40.4136510	Sabores patagónicos
623087146	-3.7243418	40.4136377	La Fogata
623087158	-3.7209324	40.4205148	Horno Santa María
623087160	-3.7209429	40.4206062	Florida Norte
623087168	-3.7176049	40.4204685	Kebab El Couto
623087173	-3.7136481	40.4218307	Duduá Palacio
623087174	-3.7142660	40.4214201	Doner Kebap
623776667	-3.7127495	40.4199398	Cafetería Sabatini
623953553	-3.6995474	40.4180265	Starbucks
624783046	-3.7505630	40.4040748	Valverdy
624783051	-3.7502913	40.4043735	Casarrubios
624783083	-3.7450635	40.4050629	Cafetería Cervecería Lucero
624783116	-3.6972689	40.4199676	Conrado's Café
635916498	-3.6547866	40.4504229	La sucursal
635916501	-3.6639799	40.4484316	Wild Thing
637890124	-3.6630561	40.4811517	Epoca de Esteban
641372648	-3.7115830	40.4493394	The Beer Temple
648212600	-3.5905231	40.4620679	Bar La Caña
648212605	-3.5917798	40.4615070	Il Duomo Di Firence
648253844	-3.5867715	40.4649008	Restaurante Bar Merendero Madrid
655410402	-3.6723777	40.4358615	Sagar
660589738	-3.7865835	40.4452937	Bar Carmo
662682821	-3.6926790	40.4595155	Sumo
668468365	-3.6981652	40.4060991	Restaurante "El Cartel"
674161572	-3.6878773	40.4069545	San Ildefonso
674477959	-3.7047049	40.4331567	Burger King
674492241	-3.7072729	40.4254000	Bake Bar
674492243	-3.7067156	40.4264730	Tempo II
701843884	-3.6710764	40.4829415	Sake
705045051	-3.7292158	40.4398300	Bokado
719375099	-3.7183105	40.4114722	Sushicome
732666983	-3.7008886	40.4301757	La Casa de la Cerveza
747742208	-3.6391694	40.4751752	bar la barca
747742273	-3.6426241	40.4769870	Cafetería San Francisco
747742281	-3.6448369	40.4772258	Cafetería Z II
747743785	-3.6371095	40.4727105	la perdiz blanca
747743791	-3.6366052	40.4739184	la parada
747743923	-3.6400814	40.4765137	norwich
747743951	-3.6402638	40.4762852	cuesta
750497101	-3.7037765	40.4266041	Malabar
750504785	-3.6774118	40.4509964	Café Universal
753728762	-3.6325917	40.3818514	Cervecería-Cafetería La Villa
762004561	-3.7402301	40.3879375	Sanabria
762004568	-3.7400159	40.3882650	Pinzón
762004574	-3.7399567	40.3865478	El Rincón
762004582	-3.7399875	40.3869770	Lucimar
762004587	-3.7398661	40.3866720	La Bámbola
762004602	-3.7394336	40.3856872	Bar Alanz
762004605	-3.7404484	40.3874782	Tres Jotas
762004610	-3.7372966	40.3853158	El Bloque de Ávila
762004624	-3.7397873	40.3867493	Parrilla Santa Cruz
762004628	-3.7399216	40.3856897	Corner Rock-Bar
762004631	-3.7400426	40.3864865	La Bodeguita del Rincón
762004637	-3.7395527	40.3869092	La Taberna de Domínguez
762004638	-3.7398683	40.3858425	El Secreto de Dora
762004643	-3.7398318	40.3856263	Maneras De Vivir
762004646	-3.7390045	40.3850891	T.A.P.T.C.
762004659	-3.7376562	40.3855464	Avenida
767542307	-3.6692687	40.5110892	Casa Corrochano
792572552	-3.6638965	40.4801459	La Manduca
792605362	-3.6658193	40.4810140	El Rincón del Pinar
808448550	-3.6647503	40.4872627	Delisco
810259106	-3.6676676	40.4521123	Casa Antonio Cortijo De Camas‎
810259114	-3.6699943	40.4416543	Telepizza
810259126	-3.6669634	40.4485857	Gran Vuelo
810259187	-3.6684007	40.4456149	VIPS
810259203	-3.6667624	40.4469445	Fragola
810259232	-3.6670337	40.4462747	L'Escampier
810259246	-3.6667845	40.4448982	Burger King
810259248	-3.6668344	40.4445182	Entre Jamones
811416346	-3.6135606	40.4069709	La Perla
818865803	-3.6992261	40.4151430	El Lacón
818870699	-3.6987327	40.4160304	Hylogui
831245136	-3.6909403	40.4038625	El Rincón de Víctor
831245146	-3.6909081	40.4037318	Bodegas Rosell
832787565	-3.6974390	40.4007679	Taberna "El Vagón"
844693040	-3.7017807	40.4581695	La Plazuela
844800813	-3.6540389	40.4250441	La Fornia
844941391	-3.6795111	40.4236154	Vai-Vén
845763930	-3.6656661	40.5062437	Nemrub (Kebab)
851942098	-3.7065602	40.4150430	Los Galayos
860341810	-3.7379709	40.4029280	A Miña Terra
860341813	-3.7378917	40.4031370	Cuña Verde
860341837	-3.7386053	40.4024487	Marem
871814421	-3.7009067	40.4026412	Kebab
875846349	-3.6945201	40.4596382	Vips
885680155	-3.7077919	40.4189929	Musashi
885680156	-3.7074573	40.4189106	Casa Parrondo
885680159	-3.7088476	40.4197145	A Coruña
885680162	-3.7078497	40.4197224	Tim Hortons
885681387	-3.7087534	40.4229516	Da Nicola
902327015	-3.7129223	40.4249920	Burger King
930834237	-3.5871044	40.4656814	Os Ferreiros
942770846	-3.6928819	40.4086080	El Brillante
974108271	-3.6184746	40.3718936	Fuente de Canalejas
976536968	-3.6165078	40.4670410	Bocatta
977359525	-3.6868670	40.4003889	Trujillo
977359677	-3.6879754	40.4004467	Ginos
977359732	-3.6882135	40.4006752	De Celso
977359861	-3.6881593	40.4012913	Prudencio
977364411	-3.6883969	40.4014836	Restaurante Chino
977419733	-3.6707329	40.4062400	Galápago
981712992	-3.6759909	40.4398176	Antiguo bar La flor
988266841	-3.7093914	40.4577472	Club Solineu
988399335	-3.7104678	40.4586998	Los Doce Meses
989112333	-3.7409838	40.4133449	Colonial de Monico
989205161	-3.6955109	40.4461758	La Meka de la Baguette
989278094	-3.6879424	40.4501254	VIPS
989278217	-3.6880992	40.4500696	La Tertulia
991990955	-3.7096019	40.4289273	Tiradito
993468828	-3.7149613	40.4292978	Starbucks
1003567802	-3.7003272	40.4250369	In Dreams
1004736545	-3.6882395	40.4632195	Restaurante Rast
1005306899	-3.6869016	40.4001962	Villa del Prado
1010972136	-3.6990693	40.4114570	Mas corazón
1012470349	-3.7041426	40.4223310	Circo de las Tapas
1046513597	-3.6647880	40.3965239	Los Mariscos
1056099074	-3.7189142	40.4530713	Cafetería Universidad Nebrija
1065411197	-3.7571580	40.4897321	El Jardín de Somontes
1080996458	-3.6562845	40.3919609	Burger King
1080996463	-3.6556674	40.3929487	El Pan y La Sal
1089178428	-3.7262259	40.4134412	Casa Paca
1102547079	-3.7050277	40.4430901	Ecocentro
1119744698	-3.7037856	40.4264755	La Taberna
1128664797	-3.6944749	40.4285807	Almagro
1128664813	-3.6949918	40.4270827	Foster's Hollywood
1128664828	-3.6937519	40.4291805	Whitby
1155636045	-3.7154531	40.3864424	O'Freixo
1178442295	-3.7076364	40.4103182	Malacatín
1178447836	-3.7048751	40.4110231	Marbella
1178499022	-3.7110878	40.4113626	Juana la Loca
1180030639	-3.7078009	40.4136400	La Cueva de La Tina
1180035455	-3.7059633	40.4106557	La Encomienda
1180102005	-3.7076280	40.4109134	Carol House
1180102013	-3.7081039	40.4109649	Same
1187929681	-3.7017617	40.4157405	La Casa del Abuelo
1187929752	-3.7086610	40.4129955	La Cava de Illán
1191045117	-3.7063121	40.4101325	Pavón
1191046039	-3.7053261	40.4117813	Mariano
1191046494	-3.7048589	40.4111122	Taberna Antonio Sánchez
1191049130	-3.7079597	40.4113326	San Millán
1198749014	-3.5833803	40.4432872	La Trattoria
1198749023	-3.5860616	40.4430913	Sushi Wok
1198749025	-3.5833884	40.4431647	The Clover House
1210584322	-3.6233116	40.4398835	El Rodizio
1216191015	-3.6151770	40.4530908	Visconti
1216199098	-3.6221229	40.4543480	Orgaz
1224767488	-3.6553321	40.3971391	El Mirador
1239289876	-3.6325084	40.4703555	Europa 2
1252470195	-3.7115884	40.4463698	Rodilla
1252641346	-3.6508642	40.4733208	Bar la Esquina Latina
1255075998	-3.7236085	40.4736244	Danny's Jazz
1259427733	-3.6986530	40.4147794	Lamucca de Prado
1272945462	-3.6983686	40.4452379	Pin Up
1272964585	-3.6829658	40.3971654	Tedeum
1274969522	-3.6644162	40.4303623	Jarritus
1274969550	-3.6639027	40.4302465	Vips
1275991418	-3.7016880	40.4241820	con-a-che
1276018282	-3.7021898	40.4244673	The Good Burger
1277025638	-3.7092267	40.4156034	Cervecería La Plaza
1280746505	-3.6474236	40.4434280	Cafetería Mallorca
1288311611	-3.7215974	40.4290921	Noniná
1288311612	-3.7236666	40.4306465	La Perla
1299593884	-3.5948038	40.4444547	Torres
1299593892	-3.5948737	40.4491678	Beer-cola
1305153227	-3.6808655	40.4339035	Cazorla
1312416809	-3.7111998	40.4206813	Restaurante El Buey
1312422693	-3.7105593	40.4198376	El Mollete
1316492166	-3.6937987	40.4259892	Le Timon
1316492227	-3.6937066	40.4262353	Triángulo
1316546220	-3.6925087	40.4262427	Fit Food
1316546324	-3.6930277	40.4264901	Delina's
1316546350	-3.6920004	40.4259972	Vips
1316546370	-3.6954339	40.4273159	Starbucks
1316546469	-3.6944365	40.4272055	Lizarrán
1316546542	-3.6934761	40.4267037	Tony Roma's
1316546599	-3.6922712	40.4261281	Wagamama
1316546637	-3.6952847	40.4272302	Viena Capellanes
1316546688	-3.6928049	40.4263507	Sushi Shop
