CODIGO,DISTRITO,DIRECCION,ESTADO,LONGITUD,LATITUD
FUE_11_0046,CARABANCHEL,LTRL. VIA LUSITANA,EN SERVICIO,-3.7257829,40.380676
FUE_11_0047,CARABANCHEL,JARDIN LOS POZUELOS,EN SERVICIO,-3.7271632,40.3725387
FUE_11_0048,CARABANCHEL,PARQUE DE LA VOLATERIA Y ENTORNO,EN SERVICIO,-3.7374489,40.3714976
FUE_11_0051,CARABANCHEL,JARDIN LOS POZUELOS,EN SERVICIO,-3.7225398,40.3733394
FUE_11_0052,CARABANCHEL,PJE DE ARANJUEZ,EN SERVICIO,-3.7622656,40.3688921
FUE_11_0058,CARABANCHEL,PARQUE EMPERATRIZ MARIA DE AUSTRIA,EN SERVICIO,-3.7206089,40.3794326
FUE_11_0059,CARABANCHEL,PARQUE EMPERATRIZ MARIA DE AUSTRIA,EN SERVICIO,-3.7240372,40.3759448
FUE_11_0060,CARABANCHEL,PARQUE EMPERATRIZ MARIA DE AUSTRIA,EN SERVICIO,-3.725235,40.3780519
FUE_11_0063,CARABANCHEL,PARQUE EMPERATRIZ MARIA DE AUSTRIA,EN SERVICIO,-3.7262661,40.3792163
FUE_11_0064,CARABANCHEL,PARQUE EMPERATRIZ MARIA DE AUSTRIA,EN SERVICIO,-3.7271355,40.3760305
FUE_11_0066,CARABANCHEL,"CALLE CAZALEGAS, 9",EN SERVICIO,-3.7259552,40.3770037
FUE_11_0069,CARABANCHEL,PARQUE EMPERATRIZ MARIA DE AUSTRIA,EN SERVICIO,-3.7273574,40.377028
FUE_11_0073,CARABANCHEL,PARQUE DE LA VOLATERIA Y ENTORNO,EN SERVICIO,-3.7325458,40.3729181
FUE_11_0074,CARABANCHEL,JARDIN LOS POZUELOS,EN SERVICIO,-3.7305264,40.3731654
FUE_11_0075,CARABANCHEL,PARQUE DE LA VOLATERIA Y ENTORNO,EN SERVICIO,-3.7342965,40.3717133
FUE_11_0076,CARABANCHEL,TREMIS,EN SERVICIO,-3.7469534,40.3638284
FUE_11_0077,CARABANCHEL,JARDIN DE LAS CUESTAS,EN SERVICIO,-3.7447611,40.3664522
FUE_11_0080,CARABANCHEL,"AVDA. POBLADOS, 104",EN SERVICIO,-3.7378474,40.3733397
FUE_11_0081,CARABANCHEL,JARDIN LA CHOCOLATERA,EN SERVICIO,-3.7642664,40.3614289
FUE_11_0082,CARABANCHEL,JARDIN CUARTEL GRANDE,EN SERVICIO,-3.7598194,40.3602331
FUE_11_0083,CARABANCHEL,JARDIN LA HIDALGA,EN SERVICIO,-3.7623424,40.3600352
FUE_11_0084,CARABANCHEL,PARQUE DE LAS CRUCES,EN SERVICIO,-3.7614326,40.3744926
FUE_11_0085,CARABANCHEL,LONJA DE LA SEDA,EN SERVICIO,-3.7596129,40.3660743
FUE_11_0086,CARABANCHEL,"CALLE BLANCA, 14",EN SERVICIO,-3.7526342,40.3647272
FUE_11_0088,CARABANCHEL,PARQUE JACINTO VERDAGUER,CERRADA TEMPORALMENTE,-3.7167528,40.3949571
FUE_11_0090,CARABANCHEL,"POL. ZARZAMORA - A.P.D, 11-13",EN SERVICIO,-3.74707,40.3741778
FUE_11_0091,CARABANCHEL,CALLE AZCOITIA 7,EN SERVICIO,-3.7542846,40.3741323
FUE_11_0092,CARABANCHEL,PARQUE DE LAS CRUCES,EN SERVICIO,-3.7561142,40.3754608
FUE_11_0093,CARABANCHEL,Pº STA. M¬ DE LA CABEZA,EN SERVICIO,-3.7125884,40.3903862
FUE_11_0094,CARABANCHEL,ALONDRA - AVECILLA,EN SERVICIO,-3.7360428,40.3879863
FUE_11_0095,CARABANCHEL,AGUACATE- AVDA PESETA,EN SERVICIO,-3.7438177,40.3642084
FUE_11_0096,CARABANCHEL,"CALLE TRESETA, 39",EN SERVICIO,-3.7412942,40.3633769
FUE_11_0097,CARABANCHEL,PARQUE EUGENIA DE MONTIJO II,EN SERVICIO,-3.7513415,40.3844301
FUE_11_0099,CARABANCHEL,ARTE MUDEJAR DE TERUEL,EN SERVICIO,-3.7548625,40.3631427
FUE_12_0001,USERA,JARDIN EL TORERO,EN SERVICIO,-3.706418,40.3925864
FUE_12_0003,USERA,PZA. FCO RUANO,EN SERVICIO,-3.7079797,40.3882218
FUE_12_0006,USERA,FRONTON Bº ZOFIO,EN SERVICIO,-3.7179797,40.3801751
FUE_12_0011,USERA,PARQUE MESETA,EN SERVICIO,-3.7063532,40.3673923
FUE_12_0013,USERA,PARQUE MESETA,EN SERVICIO,-3.7105887,40.3669856
FUE_12_0014,USERA,PZA. TORRE DEL ORO,EN SERVICIO,-3.6921706,40.3746713
FUE_12_0017,USERA,INST. DEP. SAN FERMIN - ESTAFETA,EN SERVICIO,-3.6942721,40.3747968
FUE_12_0019,USERA,PARQUE DE PRADOLONGO,EN SERVICIO,-3.701283,40.3784757
FUE_12_0021,USERA,PARQUE DE PRADOLONGO,EN SERVICIO,-3.7098934,40.373663
FUE_12_0024,USERA,PARQUE DE PRADOLONGO,EN SERVICIO,-3.708784,40.3745281
FUE_12_0028,USERA,PARQUE DE PRADOLONGO,EN SERVICIO,-3.7057894,40.3735369
FUE_12_0029,USERA,COL. DE ALMENDRALES,EN SERVICIO,-3.698985,40.3820709
FUE_12_0030,USERA,ESPACIOS LIBRES Bº  ZOFIO II,EN SERVICIO,-3.7167106,40.382511
FUE_12_0031,USERA,ESPACIOS LIBRES Bº  ZOFIO II,EN SERVICIO,-3.7156977,40.3831497
FUE_12_0033,USERA,POBLADO DIRIGIDO ORCASITAS,EN SERVICIO,-3.7128283,40.3713623
FUE_12_0039,USERA,"CALLE IBARRA, 15. PLAZA DE SESTAO",EN SERVICIO,-3.7164701,40.3699679
FUE_12_0040,USERA,POBLADO DIRIGIDO ORCASITAS,EN SERVICIO,-3.7180307,40.3692521
FUE_12_0043,USERA,A.V.C. GTA. DE MALAGA - NUEVO PRADOLONGO,FUERA DE SERVICIO,-3.6974381,40.3731359
FUE_12_0047,USERA,TALUD MANUEL NOYA,EN SERVICIO,-3.7112263,40.3893852
FUE_12_0048,USERA,POBLADO DIRIGIDO ORCASITAS,EN SERVICIO,-3.7129793,40.37211
FUE_12_0049,USERA,COL. MESETA DE ORCASITAS II,EN SERVICIO,-3.7045654,40.3698305
FUE_12_0050,USERA,COL. LA CHIMENEA,EN SERVICIO,-3.7034612,40.3876956
FUE_12_0051,USERA,PARQUE OLOF PALME,EN SERVICIO,-3.7129828,40.3837116
FUE_12_0052,USERA,PARQUE OLOF PALME,EN SERVICIO,-3.7115702,40.3829231
FUE_12_0057,USERA,PLAZA DE ERMUA Nº 1,EN SERVICIO,-3.7162166,40.3719977
FUE_12_0059,USERA,PARQUE SAN FERMIN,EN SERVICIO,-3.6905433,40.3779083
FUE_12_0060,USERA,PZA. ASOCIACION MESETA DE ORCASITAS,CERRADA TEMPORALMENTE,-3.7080934,40.369503
FUE_12_0061,USERA,"ANTONIO SALVADOR, 64",EN SERVICIO,-3.7037834,40.3850328
FUE_12_0062,USERA,DOLORES BARRANCO FTE. Nº4 (FUENTE DE PIEDRA) (SIN SERVICIO),EN SERVICIO,-3.7029444,40.3832897
FUE_12_0065,USERA,BEASAIN 39 - 45,EN SERVICIO,-3.7156559,40.367143
FUE_12_0066,USERA,SAN NICOMEDES  12,EN SERVICIO,-3.713908,40.387037
FUE_12_0067,USERA,"CALLE ANTONIO LÓPEZ, 221",EN SERVICIO,-3.6953396,40.3814889
FUE_12_0068,USERA,PLAZA ZAPOTA,EN SERVICIO,-3.7186322,40.3718866
FUE_12_0069,USERA,AVENIDA DE LOS POBLADOS Nº 144,EN SERVICIO,-3.7090092,40.3723149
FUE_12_0070,USERA,PARQUE DE PRADOLONGO,EN SERVICIO,-3.7042632,40.3723098
FUE_12_0071,USERA,CALLE SILVINA 35,EN SERVICIO,-3.6889942,40.3657235
FUE_12_0072,USERA,CALLE ORCASUR 53,CERRADA TEMPORALMENTE,-3.7013861,40.3659403
FUE_12_0073,USERA,CALLE GINEBRO FRENTE Nº 10,EN SERVICIO,-3.6960648,40.3664041
FUE_12_0074,USERA,PARQUE DE PRADOLONGO,EN SERVICIO,-3.7117204,40.3753539
FUE_12_0075,USERA,PARQUE DE PRADOLONGO,EN SERVICIO,-3.7086293,40.3775015
FUE_12_0076,USERA,PARQUE DE PRADOLONGO,EN SERVICIO,-3.7068333,40.3763909
FUE_12_0077,USERA,PARQUE DE PRADOLONGO,EN SERVICIO,-3.7047989,40.3773759
FUE_12_0078,USERA,PARQUE DE PRADOLONGO,CERRADA TEMPORALMENTE,-3.7029422,40.3762526
FUE_12_0079,USERA,PARQUE DE PRADOLONGO,EN SERVICIO,-3.7067846,40.3723295
FUE_12_0080,USERA,"AVENIDA RAFAELA YBARRA, 4",EN SERVICIO,-3.7117035,40.3836909
FUE_12_0081,USERA,"CALLE CERECINOS, 1",EN SERVICIO,-3.7133474,40.3846276
FUE_12_0082,USERA,"CALLE PARQUE DE LA PALOMA, 1",EN SERVICIO,-3.7130346,40.3779958
FUE_12_0083,USERA,"CALLE ANTONIO LOPEZ, 237",EN SERVICIO,-3.6958498,40.380261
FUE_12_0084,USERA,"CALLE CORINDON, 10",EN SERVICIO,-3.6891611,40.3671623
FUE_12_0085,USERA,"CALLE CALESAS, 6",CERRADA TEMPORALMENTE,-3.7050199,40.3910913
FUE_13_0056,PUENTE-DE-VALLECAS,PARQUE AZORÍN JUNTO AVENIDA DE LA ALBUFERA,EN SERVICIO,-3.6543895,40.3914198
FUE_13_0057,PUENTE-DE-VALLECAS,PARQUE PÍO FELIPE JUNTO A PASEO CENTRAL,EN SERVICIO,-3.6549113,40.3957328
FUE_13_0058,PUENTE-DE-VALLECAS,PUERTO DE BALBARÁN JUNTO A PISTAS,EN SERVICIO,-3.659119,40.3770965
FUE_13_0059,PUENTE-DE-VALLECAS,PARQUE PÍO FELIPE JUNTO A CALLE RAMÓN PÉREZ DE AYALA,EN SERVICIO,-3.6544061,40.3993771
FUE_13_0060,PUENTE-DE-VALLECAS,PARQUE PÍO FELIPE CALLE CAMINO DE VALDERRIBAS,EN SERVICIO,-3.6569756,40.3974776
FUE_13_0061,PUENTE-DE-VALLECAS,PARQUE PÍO FELIPE JUNTO A QUIOSCO MIRADOR,EN SERVICIO,-3.6552129,40.3967537
FUE_13_0062,PUENTE-DE-VALLECAS,PARQUE PÍO FELIPE JUNTO A PISTAS DEPORTIVAS,CERRADA TEMPORALMENTE,-3.6563611,40.3996902
FUE_13_0063,PUENTE-DE-VALLECAS,PUERTO DE BALBARÁN JUNTO A PISTAS,CERRADA TEMPORALMENTE,-3.6611481,40.377738
FUE_13_0065,PUENTE-DE-VALLECAS,C/EL BOSCO ENTRE LAS CALLES PÍIO FELIPE Y C/ TRAVESÍA DE HUMANES,EN SERVICIO,-3.6461141,40.3967546
FUE_13_0066,PUENTE-DE-VALLECAS,CALLE RAMÓN PÉREZ DE AYALA 80C,CERRADA TEMPORALMENTE,-3.6523471,40.3995221
FUE_13_0067,PUENTE-DE-VALLECAS,C/EL BOSCO ENTRE LAS CALLES PÍO FELIPE Y C/ TRAVESÍA DE HUMANES,EN SERVICIO,-3.646898,40.3974428
FUE_13_0068,PUENTE-DE-VALLECAS,PARQUE AZORÍN JUNTO A FUENTES ORNAMENTALES,EN SERVICIO,-3.6543346,40.3903112
FUE_13_0070,PUENTE-DE-VALLECAS,PARQUE DOLORES FOLGUERAS,EN SERVICIO,-3.6564205,40.3931278
FUE_13_0071,PUENTE-DE-VALLECAS,CALLE PICO DEL ALMANZOR CON CALLE DE LAS MORERAS,EN SERVICIO,-3.6636565,40.4025726
FUE_13_0072,PUENTE-DE-VALLECAS,PLAZA DEL DOCTOR LOZANO,EN SERVICIO,-3.6606819,40.4038643
FUE_13_0073,PUENTE-DE-VALLECAS,PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE LEONESES EN ANILLO CICLISTA,FUERA DE SERVICIO,-3.6467262,40.3804586
FUE_13_0074,PUENTE-DE-VALLECAS,PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON RAFAEL ALBERTI,EN SERVICIO,-3.6364804,40.3933245
FUE_13_0075,PUENTE-DE-VALLECAS,PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE DE LOS ANDALUCES,EN SERVICIO,-3.6339521,40.3884099
FUE_13_0076,PUENTE-DE-VALLECAS,PARQUE LINEAL DE PALOMERAS EN ACCESO AV. BVUENOS AIRES JUNTO ANILLO CICLISTA,EN SERVICIO,-3.6342187,40.3887119
FUE_13_0077,PUENTE-DE-VALLECAS,CALLE BENAMEJÍ,EN SERVICIO,-3.6698622,40.3769951
FUE_13_0078,PUENTE-DE-VALLECAS,AVENIDA DE LAS GLORIETAS CON CALLE PADRE LLANOS,EN SERVICIO,-3.6576757,40.3729791
FUE_13_0079,PUENTE-DE-VALLECAS,PLAZA DE LAS REGIONES EN ZONA PAVIMENTADA,EN SERVICIO,-3.6707412,40.3804255
FUE_13_0080,PUENTE-DE-VALLECAS,BULEVAR PEÑA GORBEA,EN SERVICIO,-3.6672934,40.3956303
FUE_13_0082,PUENTE-DE-VALLECAS,PARQUE GARRRIGUES WALKER,EN SERVICIO,-3.6610735,40.3697126
FUE_13_0083,PUENTE-DE-VALLECAS,C/ LAGARTERA. Nº: 198,EN SERVICIO,-3.6712923,40.38016
FUE_13_0084,PUENTE-DE-VALLECAS,CALLE DE LOS BARROS,EN SERVICIO,-3.6669675,40.3752744
FUE_13_0085,PUENTE-DE-VALLECAS,AVENIDA ENTREVIAS 46,EN SERVICIO,-3.6691842,40.3820942
FUE_13_0086,PUENTE-DE-VALLECAS,C/ PAYASO FOFO Nº 9,EN SERVICIO,-3.658765,40.3905749
FUE_13_0087,PUENTE-DE-VALLECAS,PARQUE AMÓS ACERO,EN SERVICIO,-3.6661978,40.3888837
FUE_13_0088,PUENTE-DE-VALLECAS,PARQUE AMÓS ACERO,EN SERVICIO,-3.6658119,40.3887949
FUE_13_0090,PUENTE-DE-VALLECAS,"PARQUE C/ TÁNGER, 2 CV C/GUILLERMO PINGARRÓN",EN SERVICIO,-3.6477868,40.3862279
FUE_13_0091,PUENTE-DE-VALLECAS,PARQUE PUERTO DEL MILAGRO,EN SERVICIO,-3.6584092,40.3849714
FUE_13_0092,PUENTE-DE-VALLECAS,PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE ARAGONESES,EN SERVICIO,-3.6433651,40.3799363
FUE_13_0093,PUENTE-DE-VALLECAS,"AVD DE ENTREVÍAS, 140",EN SERVICIO,-3.6602062,40.3768011
FUE_13_0098,PUENTE-DE-VALLECAS,PARQUE AMÓS ACERO,EN SERVICIO,-3.6675566,40.3893255
FUE_13_0099,PUENTE-DE-VALLECAS,PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE SAN CLAUDIO,EN SERVICIO,-3.6335985,40.3916798
FUE_13_0100,PUENTE-DE-VALLECAS,PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE TORREMOLINOS,EN SERVICIO,-3.6378618,40.3831376
FUE_13_0101,PUENTE-DE-VALLECAS,PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE VILLALOBOS,EN SERVICIO,-3.648257,40.3792535
FUE_13_0102,PUENTE-DE-VALLECAS,CALLE DIEGO MANCHADO CON PEDRO CALLEJO,EN SERVICIO,-3.6487259,40.3901994
FUE_13_0103,PUENTE-DE-VALLECAS,CALLE EL BOSCO CON CALLE BENJAMÍN PALENCIA,EN SERVICIO,-3.6428147,40.3944804
FUE_13_0104,PUENTE-DE-VALLECAS,TRAVESÍA FELIPE DE DIEGO Nº 18,EN SERVICIO,-3.6602131,40.3789652
FUE_13_0106,PUENTE-DE-VALLECAS,CALLE  DOCTOR BELLIDO CON PUERTO DE LA MORCUERA  (ZONA CANINA),EN SERVICIO,-3.6678884,40.384156
FUE_13_0107,PUENTE-DE-VALLECAS,CALLE  DOCTOR BELLIDO CON PUERTO DE LA MORCUERA,EN SERVICIO,-3.6677385,40.3842791
FUE_13_0108,PUENTE-DE-VALLECAS,PARQUE DE LAS VIÑAS PLATAFORMA INFERIOR,EN SERVICIO,-3.6718438,40.3872424
FUE_13_0109,PUENTE-DE-VALLECAS,CALLE DE PONT DEL MOLLINS CON CALLE DE LA ESCALA,EN SERVICIO,-3.6449347,40.3921604
FUE_13_0110,PUENTE-DE-VALLECAS,C/EL BOSCO CON RAMÓN PÉREZ DE AYALA,EN SERVICIO,-3.6508167,40.4008558
FUE_13_0111,PUENTE-DE-VALLECAS,C/EL BOSCO CON RAMÓN PÉREZ DE AYALA  JUNTO A COLEGIO TAJAMAR,EN SERVICIO,-3.6489052,40.3991271
FUE_13_0114,PUENTE-DE-VALLECAS,PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE LEONESES,EN SERVICIO,-3.6463112,40.3791549
FUE_13_0115,PUENTE-DE-VALLECAS,PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE  ASTURIANOS,EN SERVICIO,-3.6412705,40.3809624
FUE_13_0117,PUENTE-DE-VALLECAS,PARQUE NOVECENTO (ZONA CANINA),EN SERVICIO,-3.6539698,40.3767443
FUE_13_0118,PUENTE-DE-VALLECAS,CALLE FELIPE DE DIEGO EN PARQUE INTERBLOQUE,EN SERVICIO,-3.6593284,40.378935
FUE_13_0119,PUENTE-DE-VALLECAS,"PARQUE MADRID SUR, PLATAFORMA SUPERIOR",EN SERVICIO,-3.6598716,40.3863434
FUE_13_0120,PUENTE-DE-VALLECAS,BULEVAR PEÑA GORBEA,EN SERVICIO,-3.6665726,40.3954065
FUE_13_0121,PUENTE-DE-VALLECAS,"CALLE SANTA RAFAELA MARIA DEL SAGRADO CORAZON, 9",EN SERVICIO,-3.6724205,40.378934
FUE_13_0122,PUENTE-DE-VALLECAS,CALLE CONSEJO DE TEVERGA JUNTO A EDIFICIOS,EN SERVICIO,-3.6742764,40.3839587
FUE_14_0047,MORATALAZ,LUIS DE HOYOS SAINZ 106,EN SERVICIO,-3.6350201,40.403639
FUE_14_0048,MORATALAZ,C/ FUENTE CARRANTONA Y C/ HACIENDA DE PAVONES ZONAS AJARDINADAS CERCA DE LA JUNTA LADO DEL COLEGIO.,EN SERVICIO,-3.6355484,40.4015174
FUE_14_0050,MORATALAZ,CALLE CORREGIDOR MENDO DE ZÚÑIGA Y AVENIDA DE LOS VINATEROS,EN SERVICIO,-3.6577862,40.4102023
FUE_14_0051,MORATALAZ,CALLE CORREGIDOR MENDO DE ZÚÑIGA Y AVENIDA DE LOS VINATEROS,EN SERVICIO,-3.657112,40.4103136
FUE_14_0052,MORATALAZ,CORREGIDOR MENDO DE ZÚÑIGA Nº 24 CON CORREGIDOR DIEGO DE VALDERRÁBANOS,CERRADA TEMPORALMENTE,-3.6587325,40.4095535
FUE_14_0053,MORATALAZ,PARQUE DEL ALCAMPO AVD DE LOS VINATEROS Y CALLE MACHADO,EN SERVICIO,-3.661317,40.4112584
FUE_14_0054,MORATALAZ,CALLE GARCÍA TAPIA Y C/ CARMEN AMAYA JUNTO A PISTAS DEPORTIVAS,CERRADA TEMPORALMENTE,-3.6562656,40.4127664
FUE_14_0058,MORATALAZ,"ARROYO DE FONTARRÓN, 437",EN SERVICIO,-3.6355262,40.3956562
FUE_14_0062,MORATALAZ,"PARQUE ARROYO DE FONTARRÓN, CALLE ARROYO DE FONTARRÓN CON ENCOMIENDA DE PALACIOS",EN SERVICIO,-3.6482498,40.4004925
FUE_14_0064,MORATALAZ,CALLE MARROQUINA Y AVENIDA DE LOS VINATEROS,EN SERVICIO,-3.6481835,40.4081154
FUE_14_0065,MORATALAZ,PARQUE VANDEL I CALLE LUÍS DE HOYOS SAINZ HACIA LA CASETA,EN SERVICIO,-3.6377681,40.4053612
FUE_14_0066,MORATALAZ,PARQUE NORTE ENTRE CALLE FLORENCIO CANO Y CALLE FOBOS,FUERA DE SERVICIO,-3.6341143,40.409342
FUE_14_0067,MORATALAZ,PARQUE NORTE ENTRE CALLE FLORENCIO CANO Y CALLE FOBOS JUNTO A ZONA INFANTIL,FUERA DE SERVICIO,-3.6332092,40.4102822
FUE_14_0069,MORATALAZ,"ARROYO DE FONTARRÓN, 389",EN SERVICIO,-3.6374896,40.3949501
FUE_14_0070,MORATALAZ,"ARROYO DE FONTARRÓN, 399",EN SERVICIO,-3.635729,40.3947097
FUE_14_0071,MORATALAZ,PARQUE VANDEL I CALLE LUÍS DE HOYOS SAINZ HACIA FUENTE CARRANTONA,EN SERVICIO,-3.6360309,40.4042945
FUE_14_0072,MORATALAZ,PARQUE Z AVENIDA DE LOS VINATEROS JUNTO A CASETA,EN SERVICIO,-3.6443915,40.4101911
FUE_14_0073,MORATALAZ,PARQUE CALLE JOSÉ BERGAMIN JUNTO A CUÑA DE ODONELL,EN SERVICIO,-3.6396297,40.4114464
FUE_14_0075,MORATALAZ,PARQUE CALLE JOSÉ BERGAMIN EN PASEO CENTRAL,EN SERVICIO,-3.6397837,40.4107346
FUE_14_0076,MORATALAZ,PARQUE CALLE JOSÉ BERGAMIN JUNTO A PASEO CENTRAL.,EN SERVICIO,-3.6396751,40.4101892
FUE_14_0077,MORATALAZ,PARQUE CALLE JOSÉ BERGAMIN EN PASEO CENTRAL,EN SERVICIO,-3.6394485,40.410435
FUE_14_0078,MORATALAZ,PARQUE CALLE JOSÉ BERGAMIN EN PÉRGOLA,FUERA DE SERVICIO,-3.6389476,40.4105634
FUE_14_0080,MORATALAZ,C/ DOCTOR GARCÍA TAPIA CON C/  ARROYO BELINCOSO EN PARQUE DE LOS PINOS,EN SERVICIO,-3.6523455,40.4118451
FUE_14_0081,MORATALAZ,ARBORETO DEL CENTRO CULTURAL EL TORITO,EN SERVICIO,-3.6467123,40.4057315
FUE_14_0082,MORATALAZ,PLAZA DEL CORREGIDOR ALONSO DE AGUILAR,EN SERVICIO,-3.6582885,40.4063776
FUE_14_0083,MORATALAZ,CALLE  MANUEL MARÍA DE ARRILLAGA  Y AIII JUNTO A CAMPO DE FUTBOL,CERRADA TEMPORALMENTE,-3.6620987,40.4065835
FUE_14_0084,MORATALAZ,C/FUENTE CARRANTONA ENTRE LA CALLE CIUDAD ENCANTADA Y ACCESO A O´DONELL. ANILLO CICLISTA.,EN SERVICIO,-3.6280584,40.4120138
FUE_14_0085,MORATALAZ,PARQUE ALCALDE JESÚS PÉREZ QUIJANO,EN SERVICIO,-3.6278381,40.39921
FUE_14_0087,MORATALAZ,C/ FUENTE CARRANTONA Y C/ HACIENDA DE PAVONES ZONAS AJARDINADAS CERCA DE LA JUNTA JUNTO A BAR,EN SERVICIO,-3.6374932,40.4002213
FUE_14_0092,MORATALAZ,PARQUE VANDEL II CALLE LUÍS DE HOYOS SAINZ ESQUINA FUENTE CARRANTONA,EN SERVICIO,-3.6332578,40.4038851
FUE_14_0093,MORATALAZ,"CORREGIDOR DIEGO DE VALDERRABANO, 1",EN SERVICIO,-3.6622613,40.4073885
FUE_14_0094,MORATALAZ,CALLE DE LITUANIA,EN SERVICIO,-3.6608967,40.4098607
FUE_14_0095,MORATALAZ,HACIENDA DE PAVONES PARQUE ANFEVI JUNTO A PISTA DE PATINAJE.,EN SERVICIO,-3.6409706,40.4028003
FUE_14_0096,MORATALAZ,FÉLIX RODRÍGUEZ DE LA FUENTE 67  ,EN SERVICIO,-3.6588738,40.4150745
FUE_14_0097,MORATALAZ,ENCOMIENDA DE PALACIOS Nº 190,EN SERVICIO,-3.642486,40.3990357
FUE_14_0098,MORATALAZ,AV. DR. GARCÍA TAPIA Nº 80 O Nº 88.,EN SERVICIO,-3.6521711,40.4121095
FUE_14_0099,MORATALAZ,C/ FUENTE CARRANTONA 4,EN SERVICIO,-3.6379997,40.3979333
FUE_14_0100,MORATALAZ,PLAZA DEL ENCUENTRO Nº 2,EN SERVICIO,-3.6505705,40.4053714
FUE_14_0101,MORATALAZ,CORREGIDOR JOSE DE PASAMONTE Nº 15,EN SERVICIO,-3.648882,40.410334
FUE_14_0102,MORATALAZ,CORREGIDOR DIEGO CABEZA DE VACA Nº 2,EN SERVICIO,-3.656147,40.4095084
FUE_14_0110,MORATALAZ,"CALLE ANTONIO CUMELLA, 22",EN SERVICIO,-3.6360343,40.4102922
FUE_14_0111,MORATALAZ,"CALLE LYON, 11",EN SERVICIO,-3.628183,40.4083787
FUE_14_0112,MORATALAZ,"CALLE VALDEBERNARDO, 133",CERRADA TEMPORALMENTE,-3.6331832,40.4025639
FUE_14_0113,MORATALAZ,"CALLE HACIENDA DE PAVONES, 209",EN SERVICIO,-3.636718,40.401796
FUE_14_0114,MORATALAZ,"CALLE LA TACONA, 5",EN SERVICIO,-3.6413719,40.3967402
FUE_14_0115,MORATALAZ,"AV. DOCTOR GARCIA TAPIA, 136",EN SERVICIO,-3.6391056,40.4085733
FUE_14_0116,MORATALAZ,"CALLE MOLINA DE SEGURA,7",CERRADA TEMPORALMENTE,-3.6379887,40.4068561
FB_000068,MORATALAZ,CUÑA VERDE DE O'DONELL Y FUENTE CARRANTONA,CERRADA TEMPORALMENTE,-3.6441488,40.4115749
FB_000069,MORATALAZ,CUÑA VERDE DE O'DONELL Y FUENTE CARRANTONA,CERRADA TEMPORALMENTE,-3.6401694,40.4136085
FB_000070,MORATALAZ,CUÑA VERDE DE O'DONELL Y FUENTE CARRANTONA,CERRADA TEMPORALMENTE,-3.6357621,40.411718
FB_000071,MORATALAZ,CUÑA VERDE DE O'DONELL Y FUENTE CARRANTONA,CERRADA TEMPORALMENTE,-3.6342866,40.4126728
FB_000072,MORATALAZ,CUÑA VERDE DE O'DONELL Y FUENTE CARRANTONA,CERRADA TEMPORALMENTE,-3.633611,40.4134538
FB_000073,MORATALAZ,CUÑA VERDE DE O'DONELL Y FUENTE CARRANTONA,CERRADA TEMPORALMENTE,-3.6332074,40.4143118
FB_000074,MORATALAZ,CUÑA VERDE DE O'DONELL Y FUENTE CARRANTONA,CERRADA TEMPORALMENTE,-3.631214,40.4140231
FB_000075,MORATALAZ,CUÑA VERDE DE O'DONELL Y FUENTE CARRANTONA,CERRADA TEMPORALMENTE,-3.6323072,40.412177
FB_000076,MORATALAZ,CUÑA VERDE DE O'DONELL Y FUENTE CARRANTONA,CERRADA TEMPORALMENTE,-3.6330766,40.4117342
FUE_15_0001,CIUDAD-LINEAL,PINAR DE LA ELIPA,EN SERVICIO,-3.6547198,40.420432
FUE_15_0002,CIUDAD-LINEAL,PARQUE EL CALERO,EN SERVICIO,-3.6514129,40.4367213
FUE_15_0003,CIUDAD-LINEAL,PARQUE EL CALERO,FUERA DE SERVICIO,-3.6493787,40.4359675
FUE_15_0004,CIUDAD-LINEAL,C/ BENIDORM,EN SERVICIO,-3.6557862,40.4306625
FUE_15_0007,CIUDAD-LINEAL,PARQUE EL CALERO,EN SERVICIO,-3.6549353,40.4348396
FUE_15_0008,CIUDAD-LINEAL,PZA. VICENTE ESPINEL - TRUJILLO,EN SERVICIO,-3.6414334,40.4327839
FUE_15_0009,CIUDAD-LINEAL,PARQUE DE ARRIAGA,EN SERVICIO,-3.6429303,40.4254023
FUE_15_0011,CIUDAD-LINEAL,PARQUE DE ARRIAGA,EN SERVICIO,-3.6446285,40.4267418
FUE_15_0012,CIUDAD-LINEAL,C/ BENIDORM,EN SERVICIO,-3.6570409,40.4305136
FUE_15_0013,CIUDAD-LINEAL,PZA. SAMBARA - MARQUES DE TORRECILLA,CERRADA TEMPORALMENTE,-3.6401028,40.4388712
FUE_15_0014,CIUDAD-LINEAL,PZA. EIDER - CORMORAN,EN SERVICIO,-3.6409389,40.4397933
FUE_15_0015,CIUDAD-LINEAL,PZA. MISTERIOS,EN SERVICIO,-3.6388123,40.4383762
